KM,callnum,title,author,year,month,page,specattr,specattrloc,specneg,specnegloc,specop,specformpage,specdescpage,sprocessperiod,sprocess,photomech,hasphoto,paperman,paperbran,paperloc,negman,negbran,negloc,lensman,lensbran,lensloc,mountman,mountloc,coatman,coatloc,accman,accloc,subj,snote,sanalysis,specpath,fullspecpath,negman_k,mountman_k,lensman_k,accman_k,coatman_k,paperman_k,author_sort,specattr_sort,specneg_sort,specop_sort,localpath,cluster,decade,title_c,author_c,decade_c,specattr_c,specattrloc_c,specneg_c,specnegloc_c,specop_c,sprocess_c,photomech_c,hasphoto_c,paperman_c,paperbran_c,paperloc_c,negman_c,negbran_c,negloc_c,lensman_c,lensbran_c,lensloc_c,mountman_c,mountloc_c,coatman_c,coatloc_c,accman_c,accloc_c,subj_c,cluster_c,negman_k_c,mountman_k_c,lensman_k_c,accman_k_c,coatman_k_c,paperman_k_c,tabspecpath
223,TR 1. B83,British Journal Photographic Almanac,,1898,,764b,Waterlow & Sons Ltd.,"London, England, UK",,,,215-18,215-18,Heliochrome process,Halftone,True,True,,,,,,,,,,,,,,,,Still life,,,specimens_resized/223_S.JPG,specimens_resized_panel/223_S.JPG,False,False,False,False,False,False,,Waterlow & Sons Ltd.,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/223_S.JPG,5,189,7,7,0,7,7,7,7,7,7,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,specimens/223_S.JPG
224,TR 1. B83,British Journal Photographic Almanac,,1898,,924b,Morgan & Kidd,"Richmond, England, UK",W. Marshall,"Henley-on-Thames, England, UK",,,,Collotype,Collotype,True,True,,,,,,,Smedley and Co.,R.R. Lens,"Blackburn, England, UK",,,,,,,Genre,,,specimens_resized/224_S.JPG,specimens_resized_panel/224_S.JPG,False,False,True,False,False,False,,Morgan & Kidd,"Marshall, W.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/224_S.JPG,9,189,7,7,0,7,7,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,2,0,0,1,0,0,0,specimens/224_S.JPG
225,TR 1. B83,British Journal Photographic Almanac,,1899,,650b,Morgan & Kidd,"Richmond, England, UK",Byrne & Co.,"Richmond, England, UK",,,,,Gelatin silver DOP,False,True,Morgan & Kidd,Cream Crayon Bromide Paper,"London, England, UK",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/225_S.JPG,specimens_resized_panel/225_S.JPG,False,False,False,False,False,True,,Morgan & Kidd,Byrne & Co.,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/225_S.JPG,0,189,7,7,0,7,7,7,7,7,3,0,0,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,3,3,0,0,0,0,0,1,specimens/225_S.JPG
226,TR 1. B83,British Journal Photographic Almanac,,1899,,1316,Sharp & Hitchmough,"Liverpool, England, UK",,,,,,Sample background cloth,Sample background cloth,False,False,,,,,,,,,,,,,,Sharp and Hitchmough Aptus Washable Cloth Background,"Liverpool, England, UK",Product Sample,,,specimens_resized/226_S.JPG,specimens_resized_panel/226_S.JPG,False,False,False,True,False,False,,Sharp & Hitchmough,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/226_S.JPG,5,189,7,7,0,7,7,7,7,7,7,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,7,7,0,0,0,1,0,0,specimens/226_S.JPG
227,TR 1. B83,British Journal Photographic Almanac,,1899,,1347,Sharp & Hitchmough,"Liverpool, England, UK",,,,,,Sample background cloth,Sample background cloth,False,False,,,,,,,,,,,,,,Sharp and Hitchmough Aptus Combination Latern Screen and Background,"Liverpool, England, UK",Product Sample,,,specimens_resized/227_S.JPG,specimens_resized_panel/227_S.JPG,False,False,False,True,False,False,,Sharp & Hitchmough,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/227_S.JPG,5,189,7,7,0,7,7,7,7,7,7,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,7,7,0,0,0,1,0,0,specimens/227_S.JPG
228,TR 1. B83,British Journal Photographic Almanac,,1900,,634b,,,H.W. Barneti,"London, England, UK",,1030,1030,,Gelatin silver DOP,False,True,Wellington and Ward,Wellington Platino Matt Bromide Paper,"Elstree, England, UK",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/228_S.JPG,specimens_resized_panel/228_S.JPG,False,False,False,False,False,True,,,"Barneti, H.W.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/228_S.JPG,4,190,7,7,4,7,7,7,7,7,3,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/228_S.JPG
229,TR 1. B83,British Journal Photographic Almanac,,1900,,1338,Sharp & Hitchmough,"Liverpool, England, UK",,,,,,Sample background cloth,Sample background cloth,False,False,,,,,,,,,,,,,,Sharp and Hitchmough Aptus Washable Cloth Background,"Liverpool, England, UK",Product Sample,,,specimens_resized/229_S.JPG,specimens_resized_panel/229_S.JPG,False,False,False,True,False,False,,Sharp & Hitchmough,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/229_S.JPG,5,190,7,7,4,7,7,7,7,7,7,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,7,7,0,0,0,1,0,0,specimens/229_S.JPG
230,TR 1. B83,British Journal Photographic Almanac,,1900,,1339,Sharp & Hitchmough,"Liverpool, England, UK",,,,,,Sample background cloth,Sample background cloth,False,False,,,,,,,,,,,,,,Sharp and Hitchmough Aptus Combination Latern Screen and Background,"Liverpool, England, UK",Product Sample,,,specimens_resized/230_S.JPG,specimens_resized_panel/230_S.JPG,False,False,False,True,False,False,,Sharp & Hitchmough,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/230_S.JPG,5,190,7,7,4,7,7,7,7,7,7,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,7,7,0,0,0,1,0,0,specimens/230_S.JPG
286,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,January,1a,,,S.L. Stein,"Milwaukee, WI, USA",,,,,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,Genre,,,specimens_resized/286_S.JPG,specimens_resized_panel/286_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Stein, S.L.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/286_S.JPG,0,189,5,3,0,7,7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,5,3,0,0,0,0,0,1,specimens/286_S.JPG
287,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,January,32b,,,Alex Martin,"Denver, CO, USA",,,,,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,Landscape,,,specimens_resized/287_S.JPG,specimens_resized_panel/287_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Martin, Alex",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/287_S.JPG,9,189,5,3,0,7,7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,1,specimens/287_S.JPG
288,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,February,45a,,,Benjamin J. Falk,"New York, NY, USA",,,,,Albumen silver print,False,True,Steamer Brand,Albumen Paper,France,M.A. Seed,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/288_S.JPG,specimens_resized_panel/288_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Falk, Benjamin J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/288_S.JPG,4,189,5,3,0,7,7,7,2,7,0,0,0,7,1,7,2,0,0,7,7,7,7,7,7,7,7,7,0,6,1,0,0,0,0,1,specimens/288_S.JPG
289,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,March,87a,,,J.C. Strauss,"St. Louis, MO, USA",,,,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/289_S.JPG,specimens_resized_panel/289_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Strauss, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/289_S.JPG,6,189,5,3,0,7,7,7,5,7,4,0,0,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,3,7,0,0,0,0,0,1,specimens/289_S.JPG
290,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,April,131a,,,John O'Neil,"New Bedford, MA, USA",,,,,Albumen silver print,False,True,Steamer Brand,Albumen Paper,France,M.A. Seed,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, woman",Developed with Eikonogen,,specimens_resized/290_S.JPG,specimens_resized_panel/290_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"O'Neil, John",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/290_S.JPG,4,189,5,3,0,7,7,7,7,7,0,0,0,7,1,7,2,0,0,7,7,7,7,7,7,7,7,7,0,6,1,0,0,0,0,1,specimens/290_S.JPG
291,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,April,163a,Buffalo Argentic Paper Co.,"Buffalo, NY, USA",J.F. Ryder,"Cleveland, OH, USA",,,,,Gelatin silver DOP,False,True,Buffalo Argentic Paper Co.,New Enamel Argentic Paper,"Buffalo, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/291_S.JPG,specimens_resized_panel/291_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",Buffalo Argentic Paper Co.,"Ryder, J.F.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/291_S.JPG,4,189,5,3,0,7,7,7,7,7,3,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/291_S.JPG
292,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,May,frontmatter1,,,J.C. Strauss,"St. Louis, MO, USA",,,,,Albumen silver print,False,True,,,,Cramer,Dry Plates,"St Louis, MO, USA",,,,,,,,,,Artwork,,,specimens_resized/292_S.JPG,specimens_resized_panel/292_S.JPG,True,False,False,False,False,False,"Gilson, George (ed.)",,"Strauss, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/292_S.JPG,0,189,5,3,0,7,7,7,5,7,0,0,0,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,2,3,1,0,0,0,0,0,specimens/292_S.JPG
293,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,May,173a,,,J.J. Wolfe,"Lancaster, OH, USA",,,,,Collodion chloride POP,False,True,,,,M.A. Seed,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/293_S.JPG,specimens_resized_panel/293_S.JPG,True,False,False,False,False,False,"Gilson, George (ed.)",,"Wolfe, J.J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/293_S.JPG,0,189,5,3,0,7,7,7,7,7,4,0,0,7,7,7,2,0,0,7,7,7,7,7,7,7,7,7,0,3,1,0,0,0,0,0,specimens/293_S.JPG
294,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,June,214b,,,Rosch,"St. Louis, MO, USA",,,,,Collodion chloride POP,False,True,N.Y. Aristotype Paper Co.,,"Bloomfield, NJ, USA",Cramer,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/294_S.JPG,specimens_resized_panel/294_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,Rosch,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/294_S.JPG,10,189,5,3,0,7,7,7,5,7,4,0,0,7,7,6,0,0,0,7,7,7,7,7,7,7,7,7,0,1,1,0,0,0,0,1,specimens/294_S.JPG
295,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,June,215a,,,Edinger,"Des Moines, IA, USA",,,,,Albumen silver print,False,True,,,,,,,,,,,,,,,,"Portrait, women",,,specimens_resized/295_S.JPG,specimens_resized_panel/295_S.JPG,False,False,False,False,False,False,"Gilson, George (ed.)",,Edinger,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/295_S.JPG,9,189,5,3,0,7,7,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,0,0,0,0,0,0,specimens/295_S.JPG
296,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,July,257a,,,Tomlinson,"Detroit, MI, USA",,,,,Albumen silver print,False,True,Steamer Brand,Albumen Paper,France,M.A. Seed,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/296_S.JPG,specimens_resized_panel/296_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,Tomlinson,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/296_S.JPG,0,189,5,3,0,7,7,7,7,7,0,0,0,7,1,7,2,0,0,7,7,7,7,7,7,7,7,7,0,3,1,0,0,0,0,1,specimens/296_S.JPG
297,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,July,frontmatter2,,,W.H. Walker,"Idaho Springs, CO, USA",,,,,Albumen silver print,False,True,Steamer Brand,Albumen Paper,France,M.A. Seed,Dry Plates,"St Louis, MO, USA",,,,,,,,,,Landscape,,,specimens_resized/297_S.JPG,specimens_resized_panel/297_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Walker, W.H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/297_S.JPG,0,189,5,3,0,7,7,7,7,7,0,0,0,7,1,7,2,0,0,7,7,7,7,7,7,7,7,7,1,3,1,0,0,0,0,1,specimens/297_S.JPG
298,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,August,299a,,,F.W. Guerin,"St. Louis, MO, USA",,,,,Albumen silver print,False,True,,,,,,,,,,,,,,,,"Portrait, child",,,specimens_resized/298_S.JPG,specimens_resized_panel/298_S.JPG,False,False,False,False,False,False,"Gilson, George (ed.)",,"Guerin, F.W.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/298_S.JPG,10,189,5,3,0,7,7,7,5,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,0,0,0,0,0,0,specimens/298_S.JPG
299,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,September,345a,,,Endean,"Cleveland, OH, USA",,,,,Albumen silver print,False,True,E. & H.T. Anthony,N.P.A. Albumen Paper,"Dresden, Germany",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/299_S.JPG,specimens_resized_panel/299_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Endean,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/299_S.JPG,4,189,5,3,0,7,7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,6,0,0,0,0,0,1,specimens/299_S.JPG
300,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,October,391a,,,,,,,,,Gelatin silver DOP,False,True,Buffalo Argentic Paper Co.,Argentic Paper,,Cramer,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, group",Printed with Hoover's Rapid Printing Machine,,specimens_resized/300_S.JPG,specimens_resized_panel/300_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/300_S.JPG,7,189,5,3,0,7,7,7,7,7,3,0,0,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,4,1,0,0,0,0,1,specimens/300_S.JPG
301,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,October,391b,,,Varney,"Chicago, IL, USA",,,,,Collodion chloride POP,False,True,L. Trapp & Co.,Diamond Paper,"London, England, UK",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/301_S.JPG,specimens_resized_panel/301_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Varney,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/301_S.JPG,0,189,5,3,0,7,7,7,4,7,4,0,0,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,0,3,0,0,0,0,0,1,specimens/301_S.JPG
302,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,November,437a,,,J. Landy,"Cincinnati, OH, USA",,,,,Albumen silver print,False,True,,,,Cramer,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, child",,,specimens_resized/302_S.JPG,specimens_resized_panel/302_S.JPG,True,False,False,False,False,False,"Gilson, George (ed.)",,"Landy, J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/302_S.JPG,0,189,5,3,0,7,7,7,7,7,0,0,0,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,3,3,1,0,0,0,0,0,specimens/302_S.JPG
303,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1891,December,479a,,,Mrs. R.M. Wilson,"Boston, MA, USA",,,,,Gelatin silver POP,False,True,Omega Sensitized Paper,,"Brooklyn, NY, USA",Cramer,Dry Plates,"St Louis, MO, USA",,,,,,,,,,Landscape,,,specimens_resized/303_S.JPG,specimens_resized_panel/303_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Wilson, Mrs. R.M.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/303_S.JPG,9,189,5,3,0,7,7,7,7,7,6,0,0,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,1,2,1,0,0,0,0,1,specimens/303_S.JPG
304,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,February,9a,,,J. Fraser Bryce,"Toronto, Canada",,,14,,Albumen silver print,False,True,Steamer Brand,Albumen Paper,France,Stanley,Dry Plates,"Lewiston, ME, USA",,,,,,,,,,"Portrait, child",,,specimens_resized/304_S.JPG,specimens_resized_panel/304_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Bryce, J. Fraser",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/304_S.JPG,6,189,4,3,0,7,7,7,7,7,0,0,0,7,1,7,1,0,1,7,7,7,7,7,7,7,7,7,3,7,1,0,0,0,0,1,specimens/304_S.JPG
305,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,April,53a,,,J.C. Walker,"Toronto, Canada",,,56,,Collodion chloride POP,False,True,N.Y. Aristotype Paper Co.,,"Bloomfield, NJ, USA",Eagle and Star,Dry Plates,"Toronto, Canada",,,,,,,,,,"Portrait, child",,,specimens_resized/305_S.JPG,specimens_resized_panel/305_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Walker, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/305_S.JPG,0,189,4,3,0,7,7,7,7,7,4,0,0,7,7,6,5,0,4,7,7,7,7,7,7,7,7,7,3,3,1,0,0,0,0,1,specimens/305_S.JPG
306,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,May,79a,,,H.G. Tugwell,"Toronto, Canada",,,79,,Collodion chloride POP,False,True,Bradfisch & Pierce,Aristotype Paper,"Brooklyn, NY, USA",Standard,Dry Plates,,,,,,,,,,,"Portrait, child",,,specimens_resized/306_S.JPG,specimens_resized_panel/306_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Tugwell, H.G.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/306_S.JPG,10,189,4,3,0,7,7,7,7,7,4,0,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,3,1,1,0,0,0,0,1,specimens/306_S.JPG
307,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,June,99a,,,Sarony,"New York, NY, USA",,,108,,Gelatin silver POP,False,True,Omega Sensitized Paper,,"Brooklyn, NY, USA",Wuestner,Eagle Dry Plates,"Jersey City, NJ, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/307_S.JPG,specimens_resized_panel/307_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,Sarony,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/307_S.JPG,6,189,4,3,0,7,7,4,2,7,6,0,0,7,7,7,6,7,3,7,7,7,7,7,7,7,7,7,0,7,1,0,0,0,0,1,specimens/307_S.JPG
308,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,July,119a,,,C.S. Cochran,"Hamilton, Canada",,,133,,Collodion chloride POP,False,True,,,,Stanley,Dry Plates,"Lewiston, ME, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/308_S.JPG,specimens_resized_panel/308_S.JPG,True,False,False,False,False,False,"Gilson, George (ed.)",,"Cochran, C.S.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/308_S.JPG,6,189,4,3,0,7,7,7,7,7,4,0,0,7,7,7,1,0,1,7,7,7,7,7,7,7,7,7,0,7,1,0,0,0,0,0,specimens/308_S.JPG
309,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,August,143a,,,J.C. Strauss,"St. Louis, MO, USA",,,144,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",Cramer,Isochromatic Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/309_S.JPG,specimens_resized_panel/309_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Strauss, J.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/309_S.JPG,8,189,4,3,0,7,7,7,5,7,4,0,0,2,7,1,0,2,0,7,7,7,7,7,7,7,7,7,0,5,1,0,0,0,0,1,specimens/309_S.JPG
310,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,September,167a,,,Dana,"New York, NY, USA",,,191,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/310_S.JPG,specimens_resized_panel/310_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Dana,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/310_S.JPG,4,189,4,3,0,7,7,7,2,7,4,0,0,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/310_S.JPG
311,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,October,197a,,,William Notman & Sons,"Montreal, Canada",,,197,,Collodion chloride POP,False,True,,,,Stanley,Dry Plates,"Lewiston, ME, USA",,,,,,,,,,"Portrait, child",,,specimens_resized/311_S.JPG,specimens_resized_panel/311_S.JPG,True,False,False,False,False,False,"Gilson, George (ed.)",,William Notman & Sons,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/311_S.JPG,4,189,4,3,0,7,7,7,7,7,4,0,0,7,7,7,1,0,1,7,7,7,7,7,7,7,7,7,3,6,1,0,0,0,0,0,specimens/311_S.JPG
312,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,November,211b,,,Sarony,"New York, NY, USA",,,,,Gelatin silver POP,False,True,Omega Sensitized Paper,,"Brooklyn, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/312_S.JPG,specimens_resized_panel/312_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Sarony,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/312_S.JPG,0,189,4,3,0,7,7,4,2,7,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,3,0,0,0,0,0,1,specimens/312_S.JPG
313,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1892,December,245a,,,Boorne & May Ltd,"Calgary, Canada",,,245-246,,Collodion chloride or Gelatin silver POP,False,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/313_S.JPG,specimens_resized_panel/313_S.JPG,False,False,False,False,False,False,"Gilson, George (ed.)",,Boorne & May Ltd,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/313_S.JPG,9,189,4,3,0,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/313_S.JPG
314,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,January,267a,,,Murray,"Brockville, Canada",,275-276,275-276,,Gelatin silver POP,False,True,Omega Sensitized Paper,,,Stanley,Dry Plates,"Lewiston, ME, USA",,,,,,,,,,"Portrait, man",,,specimens_resized/314_S.JPG,specimens_resized_panel/314_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,Murray,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/314_S.JPG,4,189,4,3,0,7,7,7,7,7,6,0,0,7,7,7,1,0,1,7,7,7,7,7,7,7,7,7,4,6,1,0,0,0,0,1,specimens/314_S.JPG
315,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1892,June,211a,,,Fred Robinson,"Geneva, NY, USA",,,247-248,,Collodion chloride POP,False,True,,,,M.A. Seed,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, child",,,specimens_resized/315_S.JPG,specimens_resized_panel/315_S.JPG,True,False,False,False,False,False,"Gilson, George (ed.)",,"Robinson, Fred",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/315_S.JPG,6,189,5,3,0,7,7,7,7,7,4,0,0,7,7,7,2,0,0,7,7,7,7,7,7,7,7,7,3,7,1,0,0,0,0,0,specimens/315_S.JPG
316,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1892,July,frontmatter,,,,,,,,Albumen paper,Albumen paper,False,False,A.S.P.,Double Extra Brilliant Albumen Paper,,,,,,,,,,,,,,Artwork,,,specimens_resized/316_S.JPG,specimens_resized_panel/316_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/316_S.JPG,8,189,5,3,0,7,7,7,7,7,7,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,5,0,0,0,0,0,1,specimens/316_S.JPG
317,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1892,July,261a,NY Photogravure Co.,"New York, NY, USA",Rosch,"St. Louis, MO, USA",,,,,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/317_S.JPG,specimens_resized_panel/317_S.JPG,False,False,False,False,False,False,"Gilson, George (ed.)",NY Photogravure Co.,Rosch,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/317_S.JPG,2,189,5,3,0,7,1,7,5,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,specimens/317_S.JPG
318,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1892,September,333a,,,Joe L. Douglass,"Columbia, MO, USA",,,370,,Albumen silver print,False,True,,,,Cramer,Crown Dry Plates,"St Louis, MO, USA",Hyatt,Rival Lens,"St Louis, MO, USA",,,,,,,"Portrait, child",,,specimens_resized/318_S.JPG,specimens_resized_panel/318_S.JPG,True,False,True,False,False,False,"Gilson, George (ed.)",,"Douglass, Joe L.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/318_S.JPG,10,189,5,3,0,7,7,7,7,7,0,0,0,7,7,7,0,5,0,7,7,6,7,7,7,7,7,7,3,1,1,0,1,0,0,0,specimens/318_S.JPG
